# STN;YYYYMMDD;   FG;  FHX;  FHN;   TG;   TN;   TX;   DR;   RH
  280;20170801;   20;   40;   10;  179;  131;  222;    0;    0
  280;20170802;   35;   60;   10;  180;  128;  223;    0;   -1
  280;20170803;   70;  110;   30;  185;  157;  217;   26;   37
  280;20170804;   58;   90;   30;  172;  147;  213;   15;   19
  280;20170805;   36;   70;   20;  160;  120;  205;    0;    0
  280;20170806;   33;   60;    0;  153;   89;  207;    0;   -1
  280;20170807;   28;   70;    0;  163;   84;  224;    0;    0
  280;20170808;   37;   70;   20;  178;  132;  228;   29;   26
  280;20170809;   44;   70;    0;  160;  102;  215;    0;    0
  280;20170810;   25;   50;    0;  151;   90;  203;    0;    0
  280;20170811;   16;   30;   10;  151;  116;  193;   10;    3
  280;20170812;   40;   60;   30;  157;  109;  210;   25;   22
  280;20170813;   23;   40;   10;  146;   96;  199;    8;   19
  280;20170814;   31;   50;   20;  173;   99;  233;    0;    0
  280;20170815;   22;   50;   10;  190;  145;  243;    8;    1
  280;20170816;   16;   30;   10;  177;   93;  234;    0;    0
  280;20170817;   39;   60;   10;  171;  127;  195;   48;   19
  280;20170818;   46;   70;   20;  167;  109;  221;    9;   22
  280;20170819;   52;   80;   30;  143;  107;  194;   22;  108
  280;20170820;   50;   80;   30;  145;  104;  194;   19;   31
  280;20170821;   23;   40;    0;  143;   86;  204;    0;    0
  280;20170822;   18;   40;    0;  146;   79;  209;    0;    0
  280;20170823;   31;   40;   20;  172;   98;  236;    3;   42
  280;20170824;   35;   60;   20;  175;  117;  221;    0;   -1
  280;20170825;   25;   30;   20;  166;  112;  231;    0;    0
  280;20170826;   20;   40;   10;  170;  103;  232;    3;    1
  280;20170827;   21;   30;   10;  163;   95;  220;    0;    0
  280;20170828;   14;   40;    0;  177;  103;  248;    0;    0
  280;20170829;   27;   60;   10;  198;  117;  277;    0;    0
  280;20170830;   31;   60;   10;  179;  145;  224;   91;  108
  280;20170831;   34;   60;   10;  141;   78;  189;   65;   49
  280;20170901;   17;   40;    0;  129;   62;  198;    0;    0
  280;20170902;   15;   30;    0;  125;   65;  188;    4;   31
  280;20170903;   11;   20;    0;  131;   42;  201;    0;    0
  280;20170904;   16;   30;   10;  151;   74;  223;    0;    0
  280;20170905;   31;   60;   10;  176;  118;  224;    1;    1
  280;20170906;   40;   80;   20;  150;  125;  179;   42;   61
  280;20170907;   33;   50;   10;  146;  114;  188;   25;   35
  280;20170908;   56;   80;   30;  145;  117;  171;  120;  244
  280;20170909;   25;   40;   10;  131;   91;  170;   65;   70
  280;20170910;   58;   90;   20;  141;   88;  189;    3;    1
  280;20170911;   81;  100;   70;  145;  123;  182;   32;   32
  280;20170912;   58;   80;   20;  133;  101;  178;   16;   56
  280;20170913;   89;  150;   50;  126;   99;  150;   67;  159
  280;20170914;   56;   90;   30;  118;   93;  152;   37;   61
  280;20170915;   50;   70;   30;  119;   74;  172;    0;   -1
  280;20170916;   32;   60;   10;  117;   83;  152;   21;    7
  280;20170917;   18;   30;   10;  118;   92;  163;    0;   -1
  280;20170918;   16;   30;    0;  107;   57;  151;   31;   33
  280;20170919;   22;   40;   10;  109;   59;  167;    6;   14
  280;20170920;   32;   50;   20;  128;  101;  166;    0;    0
  280;20170921;   26;   50;   10;  140;   87;  193;    0;    0
  280;20170922;   14;   40;   10;  133;   73;  194;    0;    0
  280;20170923;   12;   30;    0;  114;   44;  185;    0;    0
  280;20170924;   19;   40;    0;  129;   50;  193;    0;    0
  280;20170925;   23;   30;   10;  139;   98;  171;    0;    0
  280;20170926;   29;   50;   20;  133;   99;  171;    0;    0
  280;20170927;   32;   40;   20;  138;  103;  189;    0;    0
  280;20170928;   25;   30;   10;  140;  105;  173;    0;   -1
  280;20170929;   27;   40;   10;  164;  106;  212;   23;  205
  280;20170930;   23;   40;   10;  129;   71;  158;   73;   71
  280;20171001;   45;   70;   20;  134;   66;  178;    0;   -1
  280;20171002;   64;   90;   40;  141;  103;  176;   54;   50
  280;20171003;   46;   70;   30;  120;   92;  160;   15;   19
  280;20171004;   66;   90;   40;  124;  110;  140;   24;    8
  280;20171005;   79;  150;   40;  121;   94;  155;  112;  129
  280;20171006;   50;   90;   30;  114;   91;  149;   41;   93
  280;20171007;   55;   80;   40;  116;   90;  141;   91;  104
  280;20171008;   33;   50;   10;  103;   34;  147;   15;   10
  280;20171009;   29;   50;   10;  104;   32;  137;   18;   26
  280;20171010;   49;   70;   30;  136;  121;  151;   15;   20
  280;20171011;   77;   90;   60;  143;  130;  153;   31;   21
  280;20171012;   54;   90;   20;  117;   74;  149;    1;    2
  280;20171013;   53;   80;   30;  142;   96;  176;    0;    0
  280;20171014;   50;   70;   10;  147;   88;  181;    0;    0
  280;20171015;   35;   60;   10;  159;   88;  219;    0;    0
  280;20171016;   38;   60;   20;  178;  130;  227;    0;    0
  280;20171017;   47;   80;   20;  128;   74;  168;    0;    0
  280;20171018;   19;   40;   10;  110;   45;  159;    0;    0
  280;20171019;   23;   30;   10;  151;  120;  199;    0;    0
  280;20171020;   58;   80;   30;  140;  118;  166;   75;  138
  280;20171021;   41;   60;   20;  116;   93;  165;   16;   21
  280;20171022;   59;   70;   50;  112;   94;  142;   67;   49
  280;20171023;   49;   90;   10;  111;   67;  140;   53;   41
  280;20171024;   52;   80;   20;  141;   94;  163;   78;   42
  280;20171025;   57;   90;   30;  132;   70;  165;   14;    5
  280;20171026;   39;   60;   30;  124;   86;  161;   11;    6
  280;20171027;   45;   70;   30;  110;   90;  144;   10;   13
  280;20171028;   70;  100;   50;  122;   95;  142;   17;    6
  280;20171029;   90;  130;   60;   97;   68;  139;   12;   17
  280;20171030;   40;   70;   20;   81;   50;  117;   14;   18
  280;20171031;   45;   70;   30;   94;   48;  118;   49;   24
  280;20171101;   50;   70;   40;  119;   95;  145;   18;   15
  280;20171102;   27;   40;   10;   92;   46;  136;   12;   12
  280;20171103;   23;   40;   10;   90;   51;  108;    0;    0
  280;20171104;   39;   60;   30;  100;   70;  124;   16;   16
  280;20171105;   32;   50;   20;   67;   13;  103;   12;   12
  280;20171106;   18;   40;    0;   48;   -6;  109;   13;    6
  280;20171107;   20;   30;    0;   22;  -22;   50;    0;    0
  280;20171108;   21;   30;    0;   61;   36;   76;    0;    0
  280;20171109;   41;   70;   10;   77;   27;  101;   19;   11
  280;20171110;   55;   80;   40;   75;   42;  104;   17;   23
  280;20171111;   39;   60;   20;   50;   10;   93;   21;   23
  280;20171112;   32;   40;   20;   46;    1;   63;   48;   62
  280;20171113;   41;   60;   10;   62;    9;   97;   12;   12
  280;20171114;   50;   80;   30;   71;   11;   93;   52;   21
  280;20171115;   36;   50;   20;   95;   88;  103;   23;    8
  280;20171116;   42;   60;   20;   89;   42;  104;   12;   12
  280;20171117;   30;   50;   10;   45;   -5;  100;    0;    0
  280;20171118;   50;   80;   30;   55;   18;   80;   29;   81
  280;20171119;   55;   90;   30;   63;   24;  100;   17;   29
  280;20171120;   39;   50;   20;   62;   38;  103;  158;  120
  280;20171121;   46;   80;   20;  106;   90;  115;   96;   80
  280;20171122;   81;  100;   60;  107;   96;  122;   42;   16
  280;20171123;   76;  110;   40;   99;   60;  135;   25;   37
  280;20171124;   33;   50;   20;   54;    3;   88;   11;    6
  280;20171125;   30;   60;   10;   20;  -32;   69;    7;    8
  280;20171126;   50;   60;   30;   41;   20;   74;   38;   59
  280;20171127;   66;   90;   40;   58;   24;   86;   58;   53
  280;20171128;   60;   90;   40;   50;   16;   75;   24;   33
  280;20171129;   30;   40;   10;   22;    0;   37;    4;    3
  280;20171130;   17;   30;    0;   10;  -12;   46;   10;    6
  280;20171201;   15;   30;    0;    0;  -49;   44;    0;    0
  280;20171202;   39;   60;   20;   -7;  -23;    9;   34;   19
  280;20171203;   43;   60;   20;   44;    9;   79;   56;   25
  280;20171204;   38;   50;   30;   68;   42;   87;   21;   16
  280;20171205;   51;   60;   40;   76;   68;   85;    0;   -1
  280;20171206;   69;   90;   50;   79;   69;   93;    0;    0
  280;20171207;   86;  110;   40;   57;   42;   74;   41;   88
  280;20171208;   52;   80;   40;   25;    4;   47;   34;   39
  280;20171209;   52;   70;   30;   21;    1;   52;   58;   88
  280;20171210;   58;   80;   40;    3;   -7;   12;   87;   20
  280;20171211;   42;   70;   10;   -3;  -39;   15;   96;  102
  280;20171212;   44;   70;   20;   13;    1;   26;   49;   58
  280;20171213;   71;   80;   50;   29;    9;   52;   65;   81
  280;20171214;   52;   70;   40;   28;    4;   49;   27;   50
  280;20171215;   30;   50;   20;   25;   11;   36;    0;    0
  280;20171216;   34;   50;   30;   24;   -6;   57;   28;   45
  280;20171217;   36;   70;   20;   16;  -39;   51;   29;   46
  280;20171218;   21;   60;    0;   19;   10;   26;   16;   12
  280;20171219;   28;   40;   10;   54;   21;   66;    8;    2
  280;20171220;   28;   50;   10;   67;   51;   78;    5;    1
  280;20171221;   30;   40;   20;   66;   37;   78;   36;    7
  280;20171222;   24;   50;   10;   39;   25;   53;    0;   -1
  280;20171223;   80;   90;   50;   77;   47;   83;    5;    1
  280;20171224;   88;  100;   70;   82;   76;   91;    0;   -1
  280;20171225;   82;  100;   70;   76;   43;   92;    6;    3
  280;20171226;   83;  110;   50;   50;   39;   66;   14;    3
  280;20171227;   50;   80;   40;   46;   31;   54;   79;   39
  280;20171228;   52;   80;   30;   27;   15;   38;   53;   44
  280;20171229;   58;   90;   40;   24;    4;   58;   62;   45
  280;20171230;   68;  100;   40;   67;   31;  102;   60;   67
  280;20171231;   65;  110;   30;   94;   53;  124;  126;  141
  280;20180101;   65;  110;   10;   59;   25;   82;   17;   20
  280;20180102;   52;   90;   30;   53;   30;   75;   41;   20
  280;20180103;  103;  150;   70;   74;   58;   91;   89;  222
  280;20180104;   65;  110;   30;   72;   62;   91;   46;   48
  280;20180105;   55;  110;   20;   59;   34;   72;   32;   32
  280;20180106;   36;   60;   10;   40;   11;   65;   14;   10
  280;20180107;   60;   80;   50;    1;  -26;   24;    0;    0
  280;20180108;   67;   80;   60;   -5;  -30;   20;    0;    0
  280;20180109;   43;   70;   20;    8;  -11;   36;    0;    0
  280;20180110;   22;   30;   10;   55;   34;   71;   17;    3
  280;20180111;   18;   30;   10;   36;   -5;   74;    0;    0
  280;20180112;   20;   30;   10;   34;   26;   46;   37;   12
  280;20180113;   38;   50;   30;   34;   17;   52;    0;   -1
  280;20180114;   41;   50;   30;    7;   -9;   22;    0;    0
  280;20180115;   72;  100;   40;   41;   -3;   70;   83;   52
  280;20180116;   62;   90;   40;   34;    7;   60;   43;   44
  280;20180117;   55;   70;   30;   24;    4;   44;   32;   48
  280;20180118;   68;  160;   20;   33;   -7;   80;   59;  120
  280;20180119;   41;   60;   20;   15;  -26;   48;    5;    5
  280;20180120;   35;   60;   10;   14;   -3;   29;   10;   11
  280;20180121;   27;   40;   20;   16;  -14;   55;    0;   -1
  280;20180122;   36;   50;   20;   44;   11;   71;   64;   24
  280;20180123;   61;   90;   30;   73;   50;  104;   78;   42
  280;20180124;   88;  120;   60;  106;   69;  137;   58;   69
  280;20180125;   53;   80;   20;   71;   47;   89;    0;    0
  280;20180126;   25;   40;   10;   46;   27;   57;    0;    0
  280;20180127;   58;  110;   20;   47;    6;   71;   30;   18
  280;20180128;   78;  100;   60;   89;   67;   99;   50;   29
  280;20180129;   85;  120;   50;   80;   42;   99;   69;  126
  280;20180130;   41;   60;   30;   37;   14;   69;    0;    0
  280;20180131;   67;  100;   40;   50;    6;   89;   64;   46
  280;20180201;   62;   80;   50;   30;   10;   51;   26;   36
  280;20180202;   39;   70;   20;   34;   -3;   66;   54;   37
  280;20180203;   29;   50;   10;    5;   -5;   14;   28;   50
  280;20180204;   50;   60;   30;   12;   -2;   23;    4;    4
  280;20180205;   41;   50;   30;    4;  -27;   21;    0;    0
  280;20180206;   24;   40;   10;  -30;  -68;    9;    0;    0
  280;20180207;    9;   20;    0;  -44;  -83;    8;    0;    0
  280;20180208;   27;   40;   10;  -21;  -79;   25;    0;    0
  280;20180209;   44;   60;   20;    0;  -25;   29;    0;   -1
  280;20180210;   33;   70;   10;    8;  -39;   31;    0;   -1
  280;20180211;   78;  110;   50;   32;    9;   65;   54;   44
  280;20180212;   50;   70;   40;   20;   -3;   61;   10;    9
  280;20180213;   41;   60;   20;   13;  -17;   60;    0;    0
  280;20180214;   51;   80;   20;   12;  -25;   48;    0;    0
  280;20180215;   55;   80;   30;   18;  -20;   46;   31;   10
  280;20180216;   39;   60;   10;   16;  -34;   76;    0;    0
  280;20180217;   13;   20;   10;   -3;  -43;   64;    0;    0
  280;20180218;   25;   40;   10;    8;  -47;   60;    0;    0
  280;20180219;   20;   40;    0;    8;  -47;   53;    0;    0
  280;20180220;   19;   30;    0;   -7;  -58;   46;    0;    0
  280;20180221;   23;   40;   10;   -9;  -62;   42;    0;    0
  280;20180222;   20;   30;   10;   -9;  -56;   27;    0;    0
  280;20180223;   45;   60;   20;   -8;  -41;   32;    0;    0
  280;20180224;   57;   70;   40;  -12;  -44;   37;    0;    0
  280;20180225;   49;   70;   30;  -34;  -62;    7;    0;   -1
  280;20180226;   52;   70;   30;  -29;  -52;    6;    0;   -1
  280;20180227;   37;   60;   20;  -45;  -81;    0;    6;    3
  280;20180228;   72;   90;   50;  -78;  -97;  -54;    0;    0
  280;20180301;   97;  110;   80;  -58;  -93;  -18;    0;    0
  280;20180302;   85;  100;   60;  -56;  -89;   -5;    0;    0
  280;20180303;   62;   80;   50;  -43;  -91;    6;    0;    0
  280;20180304;   43;   50;   40;   10;  -43;   65;   17;   28
  280;20180305;   43;   60;   10;   58;   -2;  117;    6;    1
  280;20180306;   23;   30;   10;   53;    4;  125;    0;    0
  280;20180307;   13;   30;    0;   37;  -28;  100;    0;   -1
  280;20180308;   63;  110;   20;   44;   15;   72;   73;   80
  280;20180309;   38;   90;   10;   48;   13;   86;    0;    0
  280;20180310;   32;   50;   20;   96;   43;  149;   84;   49
  280;20180311;   33;   60;   10;   94;   30;  131;    2;    1
  280;20180312;   19;   40;   10;   90;   22;  159;    8;    5
  280;20180313;   40;   60;   10;   51;   35;   82;   28;   40
  280;20180314;   27;   60;    0;   44;   17;   80;    0;    0
  280;20180315;   71;  100;   40;   48;    9;   97;    0;    0
  280;20180316;   81;  100;   60;   19;  -15;   42;    0;    0
  280;20180317;  108;  130;   90;  -15;  -35;   16;    0;    0
  280;20180318;   93;  110;   60;  -17;  -46;   22;    0;    0
  280;20180319;   52;   70;   10;   -9;  -51;   44;    4;    2
  280;20180320;   52;   90;   20;   26;  -36;   68;    6;    3
  280;20180321;   34;   60;   10;   24;  -38;   80;    4;    2
  280;20180322;   48;   70;   10;   50;   30;   68;  105;   41
  280;20180323;   40;   70;   20;   56;   44;   73;    1;    1
  280;20180324;   22;   40;   10;   65;   46;   97;    0;    0
  280;20180325;   17;   30;    0;   53;    0;   81;    0;    0
  280;20180326;   19;   30;   10;   46;   -5;  107;    7;    5
  280;20180327;   33;   50;   10;   57;   11;  109;   25;    7
  280;20180328;   28;   60;   10;   53;   28;   77;  106;  138
  280;20180329;   40;   60;   20;   51;   17;   93;    9;    6
  280;20180330;   45;   60;   30;   66;   23;  122;   51;   55
  280;20180331;   31;   50;   10;   70;   43;  121;    4;    5
  280;20180401;   32;   50;   10;   34;   10;   77;    0;    0
  280;20180402;   32;   50;   10;   57;  -14;   99;   39;   28
  280;20180403;   53;   80;   30;  128;   85;  166;   27;   13
  280;20180404;   39;   80;   10;   97;   50;  145;   17;   29
  280;20180405;   68;  110;   30;   52;  -14;   89;   14;   11
  280;20180406;   40;   60;   10;   74;  -23;  140;    0;    0
  280;20180407;   33;   50;    0;  124;   47;  212;    0;    0
  280;20180408;   18;   50;    0;  134;   51;  233;    0;    0
  280;20180409;   43;   60;   10;   99;   58;  157;    0;    0
  280;20180410;   43;   60;   20;  142;   77;  207;    0;    0
  280;20180411;   59;   80;   40;   97;   58;  160;    0;   -1
  280;20180412;   55;   80;   20;  107;   55;  171;    2;    9
  280;20180413;   28;   50;   10;  125;   83;  179;   10;    6
  280;20180414;   34;   60;   10;   95;   40;  126;   23;   20
  280;20180415;   20;   30;   10;  111;   38;  168;   50;  113
  280;20180416;   33;   70;   10;  114;   40;  165;    3;    3
  280;20180417;   27;   70;    0;  121;   34;  197;    0;    0
  280;20180418;   20;   30;   10;  163;   58;  244;    0;    0
  280;20180419;   32;   40;   20;  203;  114;  284;    0;    0
  280;20180420;   35;   60;   20;  174;   95;  253;    0;    0
  280;20180421;   27;   50;   10;  126;   53;  189;    0;    0
  280;20180422;   35;   50;   20;  164;   81;  252;    2;   55
  280;20180423;   50;   80;   20;  121;   63;  163;    0;    0
  280;20180424;   48;   70;   10;  117;   92;  159;   64;   58
  280;20180425;   60;  100;   20;  101;   72;  129;   18;   19
  280;20180426;   52;   90;   30;   92;   45;  123;   10;   17
  280;20180427;   33;   50;   20;   96;   49;  146;    0;   -1
  280;20180428;   30;   60;   10;  109;   62;  153;   17;   42
  280;20180429;   41;   80;    0;   97;   41;  123;   45;  109
  280;20180430;   63;   90;   30;  101;   56;  152;   42;  225
  280;20180501;   64;  100;   20;   76;   46;  113;   80;   57
  280;20180502;   47;   70;   20;  111;   38;  161;   14;    4
  280;20180503;   31;   50;    0;   90;   25;  141;    0;    0
  280;20180504;   20;   40;    0;   97;   11;  166;    0;    0
  280;20180505;   33;   50;   20;  131;   42;  200;    0;    0
  280;20180506;   31;   50;   20;  169;   69;  243;    0;    0
  280;20180507;   30;   50;   10;  179;  108;  247;    0;    0
  280;20180508;   32;   50;   10;  194;  100;  264;    0;    0
  280;20180509;   30;   50;   10;  197;  109;  280;    0;    0
  280;20180510;   38;   50;   10;  124;   67;  147;   24;   31
  280;20180511;   22;   40;   10;  127;   37;  184;    0;    0
  280;20180512;   31;   40;   20;  173;  107;  226;    0;    0
  280;20180513;   35;   60;   10;  174;  132;  235;   35;  209
  280;20180514;   37;   60;   10;  189;  109;  252;    0;    0
  280;20180515;   32;   50;   20;  177;  126;  232;    0;    0
  280;20180516;   59;   90;   30;  140;   94;  183;    0;    0
  280;20180517;   61;   70;   30;   99;   83;  114;    0;    0
  280;20180518;   38;   50;   20;  102;   82;  133;    0;    0
  280;20180519;   19;   30;   10;  116;   84;  162;    0;    0
  280;20180520;   29;   60;    0;  158;   67;  234;    0;    0
  280;20180521;   42;   70;   20;  176;  102;  240;    0;    0
  280;20180522;   41;   70;   10;  176;  109;  238;    0;    0
  280;20180523;   41;   70;   10;  188;  141;  251;   17;   10
  280;20180524;   39;   70;   10;  195;  120;  259;    0;    0
  280;20180525;   37;   50;   10;  202;  158;  255;    0;   -1
  280;20180526;   45;   60;   30;  202;  132;  272;    0;    0
  280;20180527;   40;   60;   20;  205;  142;  264;    0;   -1
  280;20180528;   31;   50;   20;  217;  151;  283;    0;    0
  280;20180529;   36;   50;   20;  224;  177;  307;   34;  148
  280;20180530;   17;   30;   10;  215;  161;  270;    3;    1
  280;20180531;   26;   80;   10;  209;  157;  288;   16;  186
  280;20180601;   27;   40;   10;  192;  155;  251;   50;  123
  280;20180602;   35;   50;   10;  170;  150;  197;    4;    1
  280;20180603;   19;   40;   10;  179;  135;  212;    0;    0
  280;20180604;   25;   40;    0;  158;  147;  169;    0;    0
  280;20180605;   28;   40;   10;  155;  107;  210;    0;   -1
  280;20180606;   24;   40;   10;  194;   93;  262;    0;    0
  280;20180607;   25;   50;   10;  211;  131;  287;    0;    0
  280;20180608;   28;   60;   10;  195;  134;  248;    8;    7
  280;20180609;   41;   50;   30;  188;  164;  232;   26;   38
  280;20180610;   38;   50;   20;  170;  141;  203;    0;   -1
  280;20180611;   34;   50;   10;  156;  115;  199;    0;    0
  280;20180612;   40;   60;   30;  143;  129;  165;    0;   -1
  280;20180613;   38;   60;   20;  137;   87;  177;    0;   -1
  280;20180614;   49;   90;   20;  155;   96;  217;   23;   19
  280;20180615;   18;   30;   10;  167;   97;  219;    0;    0
  280;20180616;   30;   60;   10;  172;  115;  224;    3;    1
  280;20180617;   47;   80;   20;  155;  111;  195;    4;    7
  280;20180618;   49;   70;   30;  157;  125;  198;   11;   10
  280;20180619;   38;   60;   10;  180;  153;  219;    7;    5
  280;20180620;   51;   80;   20;  196;  147;  247;    5;    1
  280;20180621;   65;  100;   30;  133;  102;  166;   23;   44
  280;20180622;   63;   90;   30;  126;  101;  160;   40;   84
  280;20180623;   53;   80;   10;  138;  110;  176;    0;   -1
  280;20180624;   39;   60;   20;  132;  107;  154;   29;   20
  280;20180625;   47;   60;   20;  146;  124;  181;    0;    0
  280;20180626;   36;   50;   30;  151;  124;  184;    0;    0
  280;20180627;   28;   50;   10;  164;  124;  225;    0;    0
  280;20180628;   35;   60;   20;  191;  119;  263;    0;    0
  280;20180629;   32;   50;   10;  167;  101;  229;    0;    0
  280;20180630;   49;   70;   20;  192;  110;  254;    0;    0
  280;20180701;   45;   70;   30;  193;  122;  247;    0;    0
  280;20180702;   43;   70;   10;  178;   95;  246;    0;    0
  280;20180703;   29;   50;    0;  159;   70;  221;    0;    0
  280;20180704;   20;   40;    0;  162;   60;  242;    0;    0
  280;20180705;   28;   50;    0;  158;   96;  201;    0;    0
  280;20180706;   38;   60;   10;  172;   92;  222;    0;    0
  280;20180707;   31;   50;   10;  156;   76;  218;    0;    0
  280;20180708;   32;   50;   10;  160;   74;  223;    0;    0
  280;20180709;   37;   70;   10;  152;   92;  192;    3;   10
  280;20180710;   51;   80;   30;  162;  128;  199;   28;   34
  280;20180711;   40;   60;   20;  177;  122;  224;    2;    3
  280;20180712;   39;   60;   10;  177;  117;  242;    0;    0
  280;20180713;   29;   40;   10;  165;  117;  220;    0;    0
  280;20180714;   23;   50;   10;  169;  111;  230;    0;    0
  280;20180715;   27;   50;   10;  187;   81;  263;    0;    0
  280;20180716;   30;   50;   10;  210;  124;  283;    0;    0
  280;20180717;   33;   70;   10;  201;  115;  291;    0;    0
  280;20180718;   25;   40;   10;  182;   89;  245;    0;    0
  280;20180719;   28;   70;   10;  188;  128;  257;    0;    0
  280;20180720;   38;   60;   20;  198;  128;  271;    0;    0
  280;20180721;   33;   50;   30;  222;  165;  283;    0;    0
  280;20180722;   33;   50;    0;  202;  140;  256;    0;    0
  280;20180723;   17;   40;    0;  210;  114;  294;    0;    0
  280;20180724;   24;   50;   10;  247;  162;  322;    0;    0
  280;20180725;   36;   60;   10;  236;  172;  304;    0;    0
  280;20180726;   29;   40;   10;  272;  179;  356;    0;    0
  280;20180727;   40;   60;   20;  282;  212;  351;    0;    0
  280;20180728;   40;   70;   10;  210;  122;  274;    5;   12
  280;20180729;   35;   70;   10;  212;  116;  286;    0;   -1
  280;20180730;   32;   50;   10;  249;  169;  325;    0;   -1
  280;20180731;   32;   70;   10;  212;  120;  305;    3;   41
  280;20180801;   19;   40;    0;  193;   92;  266;    0;    0
  280;20180802;   21;   50;    0;  221;  128;  310;    0;    0
  280;20180803;   21;   40;    0;  226;  131;  304;    0;    0
  280;20180804;   33;   60;   10;  216;  153;  282;    0;    0
  280;20180805;   25;   50;    0;  187;  121;  253;    0;    0
  280;20180806;   24;   50;   10;  212;  103;  310;    0;    0
  280;20180807;   22;   50;    0;  252;  136;  354;    0;    0
  280;20180808;   40;   80;   10;  204;  123;  271;    7;    8
  280;20180809;   37;  100;    0;  187;  101;  268;   28;  175
  280;20180810;   51;   90;   20;  154;  124;  212;   50;  161
  280;20180811;   49;   70;   10;  151;   92;  212;    6;    3
  280;20180812;   32;   70;   10;  182;   98;  259;    0;   -1
  280;20180813;   28;   60;   10;  184;  160;  251;   26;   21
  280;20180814;   45;   70;   20;  181;  151;  224;   10;   21
  280;20180815;   39;   60;   20;  194;  155;  247;    0;    0
  280;20180816;   45;   80;   10;  181;  136;  247;    0;   -1
  280;20180817;   22;   40;   10;  167;   96;  228;   24;   30
  280;20180818;   40;   70;   10;  170;  101;  224;    0;    0
  280;20180819;   48;   70;   20;  189;  152;  219;    3;    4
  280;20180820;   33;   50;   10;  186;  126;  236;    0;   -1
  280;20180821;   12;   30;    0;  192;  131;  254;    0;    0
  280;20180822;   21;   40;    0;  200;  128;  277;    0;    0
  280;20180823;   43;   70;   10;  186;  118;  225;   15;   29
  280;20180824;   49;   80;   20;  142;   96;  193;   21;   39
  280;20180825;   35;   60;   20;  122;   72;  177;   34;   61
  280;20180826;   42;   60;   30;  138;   58;  194;   20;   24
  280;20180827;   55;   70;   30;  160;  122;  201;   24;   20
  280;20180828;   23;   40;   10;  164;  119;  204;    0;   -1
  280;20180829;   27;   50;   10;  166;  114;  235;   18;    7
  280;20180830;   38;   70;   10;  147;   78;  191;   17;   29
  280;20180831;   24;   50;   10;  129;   60;  194;    0;   -1
  280;20180901;   17;   40;    0;  128;   49;  198;    0;    0
  280;20180902;   24;   50;    0;  151;   54;  219;    0;    0
  280;20180903;   27;   40;   10;  196;  158;  243;    0;    0
  280;20180904;   25;   40;   10;  199;  147;  272;    0;    0
  280;20180905;   26;   40;   20;  188;  111;  259;    0;    0
  280;20180906;   15;   30;   10;  161;  122;  192;   45;   35
  280;20180907;   43;   70;   20;  132;  104;  173;   42;   72
  280;20180908;   53;   80;   30;  149;  107;  191;    3;    4
  280;20180909;   42;   60;   20;  174;  134;  224;    0;   -1
  280;20180910;   36;   60;   20;  163;  129;  199;    0;    0
  280;20180911;   67;  100;   20;  169;  143;  202;   31;   16
  280;20180912;   22;   40;   10;  131;   84;  156;   44;   25
  280;20180913;   16;   40;    0;  112;   39;  189;    0;    0
  280;20180914;   28;   50;   10;  119;   42;  185;    0;    0
  280;20180915;   36;   60;   10;  140;   90;  198;   10;   34
  280;20180916;   36;   80;   10;  148;   93;  216;    0;   -1
  280;20180917;   28;   50;   10;  156;   95;  229;    0;    0
  280;20180918;   53;  100;   20;  185;   93;  261;    0;    0
  280;20180919;   62;  100;   30;  187;  139;  240;    0;    0
  280;20180920;   52;   90;   20;  188;  158;  230;    0;    0
  280;20180921;   75;  100;   40;  143;   88;  197;   39;  110
  280;20180922;   46;   80;   30;  117;   81;  157;   14;   25
  280;20180923;   25;   50;   10;  101;   78;  119;   69;   44
  280;20180924;   45;   80;   20;   97;   53;  142;   16;   38
  280;20180925;   21;   40;   10;   97;   28;  161;    2;    2
  280;20180926;   60;  100;   30;  132;   69;  185;    0;    0
  280;20180927;   39;   70;   20;  152;   91;  219;    4;    2
  280;20180928;   36;   60;   10;  109;   28;  158;    0;   -1
  280;20180929;   20;   50;    0;   89;   28;  157;    0;    0
  280;20180930;   31;   50;   10;  103;   23;  163;    0;    0
  280;20181001;   38;   90;   10;   77;   31;  127;   30;   63
  280;20181002;   55;   70;   30;  107;   47;  160;   63;   38
  280;20181003;   44;   70;   20;  116;   76;  150;    2;    1
  280;20181004;   38;   70;   20;  135;  107;  165;    0;   -1
  280;20181005;   25;   50;    0;  131;   68;  199;    0;    0
  280;20181006;   26;   80;    0;  124;   47;  212;    9;    6
  280;20181007;   24;   60;    0;   96;   38;  151;    2;    1
  280;20181008;   35;   70;   10;  106;   46;  165;    0;    0
  280;20181009;   32;   60;   10;  113;   47;  181;    0;    0
  280;20181010;   28;   50;   10;  137;   40;  220;    0;    0
  280;20181011;   26;   40;   20;  166;  105;  228;    0;    0
  280;20181012;   43;   70;   20;  184;  146;  227;    0;    0
  280;20181013;   37;   50;   20;  203;  164;  265;    0;    0
  280;20181014;   35;   70;   10;  190;  121;  252;    0;    0
  280;20181015;   20;   50;    0;  165;   97;  231;    0;   -1
  280;20181016;   21;   40;   10;  165;  115;  241;    0;    0
  280;20181017;   22;   30;   10;  140;   82;  203;    0;    0
  280;20181018;   26;   50;    0;  110;   24;  159;    6;    4
  280;20181019;   12;   20;    0;   60;   -7;  135;    0;    0
