# STN;YYYYMMDD;   FG;  FHX;  FHN;   TG;   TN;   TX;   DR;   RH
  280;20200928;   27;   40;   10;  125;  115;  135;   24;   13
  280;20200929;   20;   30;    0;  129;  106;  172;   88;  137
  280;20200930;   30;   40;   20;  153;  127;  185;    1;    1
  280;20201001;   35;   50;   20;  137;  103;  172;   31;   31
  280;20201002;   47;   70;   10;  129;   64;  182;    0;    0
  280;20201003;   46;   70;   20;  132;   94;  154;   42;   86
  280;20201004;   52;   90;   30;  116;   95;  151;    8;    3
  280;20201005;   48;   70;   30;  114;   98;  128;   26;   16
  280;20201006;   50;   70;   30;  121;   95;  149;   35;   83
  280;20201007;   44;   70;   20;  117;   74;  161;    7;   56
  280;20201008;   58;   90;   30;  123;   94;  159;  116;  208
  280;20201009;   36;   60;   20;  101;   46;  151;   37;   41
  280;20201010;   40;   60;   20;   79;   42;  133;   13;   17
  280;20201011;   33;   50;   20;   84;   32;  127;   78;  135
  280;20201012;   25;   40;   10;   95;   49;  145;   13;   23
  280;20201013;   30;   40;   20;   90;   63;  140;    0;    0
  280;20201014;   44;   70;   20;   98;   74;  121;    0;    0
  280;20201015;   33;   50;   10;   87;   30;  115;    0;    0
  280;20201016;   14;   40;    0;   70;   13;  122;    0;    0
  280;20201017;   12;   30;    0;   88;   28;  138;    0;    0
  280;20201018;   25;   30;   20;   93;   51;  126;   10;   15
  280;20201019;   28;   40;   10;   91;   60;  117;    7;    4
  280;20201020;   43;   50;   30;  107;   65;  140;    6;    3
  280;20201021;   63;  140;   30;  145;  125;  182;   97;   78
  280;20201022;   63;   90;   30;  134;  103;  164;    0;   -1
  280;20201023;   38;   60;   20;  117;   67;  158;    1;    2
  280;20201024;   61;   80;   50;  130;  101;  153;   14;    4
  280;20201025;   55;   90;   30;  120;   90;  155;   23;   13
  280;20201026;   52;   60;   40;   99;   84;  121;    4;    3
  280;20201027;   61;   80;   40;   96;   75;  111;   48;   33
  280;20201028;   61;   90;   40;  101;   85;  132;   30;   15
  280;20201029;   54;   70;   20;  101;   60;  133;   91;   84
  280;20201030;   64;   80;   40;  140;  132;  145;  132;   64
  280;20201031;   48;   80;   30;  132;   89;  144;   47;   24
  280;20201101;   67;  100;   40;  132;   89;  174;   32;   18
  280;20201102;   93;  140;   40;  158;   94;  194;    6;    1
  280;20201103;   62;   90;   40;   91;   55;  122;   10;   13
  280;20201104;   35;   50;   20;   64;   10;  120;    1;    1
  280;20201105;   29;   40;   20;   69;    7;  113;    0;   -1
  280;20201106;   21;   30;    0;   92;   55;  131;    0;    0
  280;20201107;   17;   30;   10;   63;   22;  126;    0;    0
  280;20201108;   20;   30;   10;   71;   23;  126;    0;    0
  280;20201109;   20;   30;   10;   77;   47;  112;   18;   22
  280;20201110;   23;   30;   10;   56;   46;   69;    9;    2
  280;20201111;   23;   50;   10;   94;   69;  109;    0;    0
  280;20201112;   48;   80;   30;   98;   61;  124;   13;   21
  280;20201113;   38;   50;   20;   88;   50;  120;    3;    2
  280;20201114;   35;   60;   10;  109;   63;  138;    5;    3
  280;20201115;   65;   90;   50;  123;   85;  161;   58;   86
  280;20201116;   65;  100;   40;   96;   73;  121;   58;   25
  280;20201117;   72;   90;   50;  117;   78;  132;   44;   22
  280;20201118;   68;  100;   50;  123;  101;  138;   11;    5
  280;20201119;   55;   80;   30;   71;   13;  105;   20;   33
  280;20201120;   37;   70;   20;   50;   20;   91;   15;   25
  280;20201121;   72;   90;   60;   79;   46;   99;   23;    6
  280;20201122;   44;   70;   30;   71;   12;  110;   36;   18
  280;20201123;   40;   50;   30;   55;   15;  103;    0;   -1
  280;20201124;   45;   60;   30;   71;   41;   95;    0;    0
  280;20201125;   37;   50;   30;   58;   37;   83;    0;    0
  280;20201126;   19;   50;    0;   78;   50;  105;    0;   -1
  280;20201127;   20;   40;    0;   66;   49;   78;   31;    6
  280;20201128;   35;   50;   10;   47;   23;   64;    0;    0
  280;20201129;   23;   40;   10;   -1;  -45;   41;    0;    0
  280;20201130;   43;   60;   10;   13;  -50;   82;   93;   74
  280;20201201;   39;   60;   20;   72;   51;   93;   29;   22
  280;20201202;   25;   40;   20;   46;   43;   51;    0;   -1
  280;20201203;   52;   60;   40;   49;   37;   57;   83;   23
  280;20201204;   44;   70;   20;   55;   28;   85;   18;    8
  280;20201205;   21;   50;   10;   25;  -11;   63;   18;   13
  280;20201206;   21;   40;   10;   30;  -14;   57;  108;   82
  280;20201207;   38;   60;   10;   49;   31;   65;  114;   83
  280;20201208;   18;   20;   10;   35;   19;   45;    0;    0
  280;20201209;   24;   40;    0;   21;    8;   33;    0;    0
  280;20201210;   28;   40;   20;   12;    6;   17;    0;    0
  280;20201211;   38;   50;   30;   24;    2;   43;    0;   -1
  280;20201212;   25;   40;    0;   42;   28;   59;   38;   13
  280;20201213;   33;   60;   20;   53;   28;   77;    0;    0
  280;20201214;   53;   70;   30;   83;   56;  103;   49;   42
  280;20201215;   35;   50;   20;   86;   59;   93;   32;   15
  280;20201216;   35;   50;   20;   76;   64;   94;    0;    0
  280;20201217;   50;   70;   30;   84;   62;   98;   70;   52
  280;20201218;   55;   70;   50;   73;   57;   91;    0;    0
  280;20201219;   55;   70;   40;   88;   59;  115;    0;   -1
  280;20201220;   48;   60;   40;   83;   64;   97;    0;   -1
  280;20201221;   49;   60;   30;   69;   43;  104;  107;   55
  280;20201222;   46;   90;   10;   83;   25;  121;   59;   99
  280;20201223;   33;   60;   10;   65;   49;   76;  137;  187
  280;20201224;   34;   50;   10;   48;   30;   68;   48;   66
  280;20201225;   25;   40;   10;   27;  -15;   63;    6;    8
  280;20201226;   71;  110;   30;   42;   10;   60;   24;   11
  280;20201227;   92;  130;   30;   47;   40;   56;  175;  166
  280;20201228;   23;   30;   10;   31;   -2;   54;   10;    4
  280;20201229;   31;   50;   10;   27;   17;   39;  121;   44
  280;20201230;   50;   60;   40;   36;   22;   60;   38;   15
  280;20201231;   34;   50;   20;   17;  -33;   42;    0;   -1
  280;20210101;   27;   40;   20;   19;  -23;   57;    0;    0
  280;20210102;   21;   30;    0;   34;    9;   46;    6;    4
  280;20210103;   49;   70;   20;   35;   24;   42;    9;    3
  280;20210104;   71;   80;   60;   26;   17;   35;   13;    5
  280;20210105;   56;   70;   30;   25;   18;   30;   37;   11
  280;20210106;   23;   40;    0;   16;    5;   23;   52;   10
  280;20210107;   19;   30;   10;   16;    3;   36;   41;    6
  280;20210108;   19;   30;   10;   13;   -6;   43;   19;    5
  280;20210109;   11;   20;    0;    2;  -35;   50;    6;    1
  280;20210110;   42;   60;   10;   12;  -41;   42;   12;    2
  280;20210111;   78;   90;   60;   49;   37;   67;   82;   66
  280;20210112;   44;   70;   30;   43;    6;   72;   78;  105
  280;20210113;   53;   80;   30;   35;   10;   67;   22;   27
  280;20210114;   25;   50;   10;   -6;  -44;   22;    0;    0
  280;20210115;   18;   40;    0;    7;   -5;   19;    0;   -1
  280;20210116;   35;   50;   10;    3;   -9;   19;   36;    7
  280;20210117;   29;   40;   20;   14;   -8;   54;   55;   50
  280;20210118;   52;   70;   30;   35;  -16;   57;   32;   12
  280;20210119;   78;  110;   50;   70;   46;   95;  150;  142
  280;20210120;   83;  100;   70;   85;   69;  100;   16;   10
  280;20210121;   95;  130;   20;   71;   36;  110;   43;   61
  280;20210122;   57;   90;   30;   35;    5;   71;   30;   29
  280;20210123;   34;   70;    0;   16;  -16;   51;   14;    8
  280;20210124;   20;   40;   10;   -2;  -43;   51;    6;    2
  280;20210125;   30;   60;   10;   -4;  -67;   51;   47;   84
  280;20210126;   26;   40;   10;   21;   -7;   61;    0;   -1
  280;20210127;   37;   50;   30;   32;    3;   57;   61;   41
  280;20210128;   26;   40;   10;   21;   11;   47;    9;    2
  280;20210129;   47;   70;   20;   20;   -5;   74;  158;  178
  280;20210130;   31;   50;   10;  -18;  -55;    6;    0;    0
  280;20210131;   18;   40;    0;  -29;  -86;   15;    0;    0
  280;20210201;   28;   50;   10;  -16;  -36;   -2;    0;   -1
  280;20210202;   32;   50;   10;    3;   -7;   15;   81;   40
  280;20210203;   25;   50;   10;   55;    6;   93;  101;   85
  280;20210204;   25;   40;   10;   23;   16;   42;   35;   11
  280;20210205;   48;   60;   40;   24;   16;   33;   43;   63
  280;20210206;   81;  100;   60;    0;  -17;   16;    0;   -1
  280;20210207;  114;  130;  100;  -44;  -54;  -17;  155;   27
  280;20210208;   80;  100;   40;  -33;  -51;  -16;   24;    5
  280;20210209;   49;   70;   10;  -29;  -89;  -11;    0;   -1
  280;20210210;   27;   50;   10;  -38;  -98;  -10;    0;   -1
  280;20210211;   17;   40;    0;  -45; -126;    5;    0;    0
  280;20210212;   38;   60;   20;  -61; -104;  -24;    0;    0
  280;20210213;   26;   40;   20;  -62; -115;  -16;    0;    0
  280;20210214;   42;   70;   20;  -27;  -92;   19;    0;    0
  280;20210215;   52;   60;   30;   16;    4;   31;   71;   46
  280;20210216;   39;   60;   30;   53;   27;   74;   53;   29
  280;20210217;   52;   70;   40;   77;   55;   98;   34;   10
  280;20210218;   50;   60;   40;   84;   41;  108;   38;   82
  280;20210219;   50;   70;   40;   67;   26;  103;    0;    0
  280;20210220;   51;   70;   40;  117;   81;  157;    0;   -1
  280;20210221;   33;   50;   10;  101;   19;  167;    0;    0
  280;20210222;   34;   70;   20;  104;   20;  155;    0;   -1
  280;20210223;   47;   90;   20;  119;   56;  163;    0;    0
  280;20210224;   50;   80;   30;  130;   86;  174;    0;    0
  280;20210225;   43;   70;   20;  104;   59;  159;    0;    0
  280;20210226;   36;   60;   20;   61;   33;   99;    0;    0
  280;20210227;   20;   30;   10;   42;   -7;   85;    0;    0
  280;20210228;   14;   30;   10;   22;  -12;   73;    0;    0
  280;20210301;   32;   50;   10;   41;   15;   81;    0;    0
  280;20210302;   28;   40;   10;   49;    5;  123;    0;    0
  280;20210303;   24;   40;   10;   29;  -15;   84;    0;    0
  280;20210304;   32;   50;   10;   34;    9;   59;    0;   -1
  280;20210305;   21;   40;   10;   10;  -54;   68;    0;    0
  280;20210306;   21;   30;   10;   18;  -45;   61;    0;   -1
  280;20210307;   31;   50;   10;   33;   -6;   57;   17;   11
  280;20210308;   22;   50;   10;   39;   22;   63;   88;   38
  280;20210309;   22;   40;    0;   40;   26;   52;   40;   16
  280;20210310;   52;  100;   10;   51;   -1;   76;   76;   66
  280;20210311;  105;  170;   60;   80;   58;  109;   88;  133
  280;20210312;   79;  110;   30;   56;   16;   85;   33;   66
  280;20210313;   99;  130;   50;   60;   42;   88;  105;  106
  280;20210314;   53;   80;   30;   61;   30;  104;   31;   38
  280;20210315;   61;   90;   30;   57;   13;   83;   16;    6
  280;20210316;   43;   60;   30;   59;   42;   91;   10;    1
  280;20210317;   34;   60;   10;   35;  -22;   76;   19;   13
  280;20210318;   24;   40;   10;   29;  -28;   68;    5;    1
  280;20210319;   33;   50;   10;   34;  -36;   89;    0;    0
  280;20210320;   33;   60;    0;   32;  -45;   71;    8;    3
  280;20210321;   57;   70;   30;   58;   30;   73;   11;    3
  280;20210322;   35;   50;   20;   57;   21;   78;    0;   -1
  280;20210323;   35;   50;   20;   71;   19;  111;    0;    0
  280;20210324;   39;   70;   20;   72;   13;  136;    0;    0
  280;20210325;   35;   60;   10;   70;    7;  135;    5;    2
  280;20210326;   57;   90;   30;   99;   51;  153;    6;    1
  280;20210327;   60;   80;   30;   53;   14;   89;   39;   29
  280;20210328;   80;  120;   40;   81;   39;  113;   41;   11
  280;20210329;   65;   90;   30;  112;   58;  166;    0;   -1
  280;20210330;   25;   40;    0;  111;   27;  209;    0;    0
  280;20210331;   15;   30;   10;  130;   21;  237;    0;    0
  280;20210401;   39;   60;   10;   70;   13;  103;    0;    0
  280;20210402;   48;   70;   30;   59;   18;   81;    2;    1
  280;20210403;   41;   60;   20;   65;   36;  100;    0;    0
  280;20210404;   52;   80;   30;   61;   42;   81;    0;    0
  280;20210405;   70;  110;   30;   28;   -3;   75;   56;   59
  280;20210406;   54;   90;   20;   19;  -19;   65;   25;   27
  280;20210407;   56;  100;   30;   28;  -11;   75;   39;   45
  280;20210408;   57;  100;   10;   49;   -5;   94;    3;    1
  280;20210409;   46;   70;   10;   62;   42;  100;   43;   10
  280;20210410;   45;   70;    0;   45;   22;   79;   79;   93
  280;20210411;   49;   60;   20;   29;  -28;   60;   29;    8
  280;20210412;   40;   60;   20;   24;  -37;   75;   15;   29
  280;20210413;   42;   70;   10;   35;  -31;   94;    2;    4
  280;20210414;   30;   60;   10;   42;  -32;   90;   19;   11
  280;20210415;   28;   60;    0;   49;  -28;  107;    0;    0
  280;20210416;   35;   60;   10;   56;  -39;  116;    0;    0
  280;20210417;   34;   60;   10;   56;  -21;  118;    0;    0
  280;20210418;   24;   50;    0;   78;  -17;  151;    0;    0
  280;20210419;   27;   50;   10;   96;   39;  153;    0;    0
  280;20210420;   21;   50;    0;  104;   21;  177;    0;    0
  280;20210421;   38;   70;   10;   65;    1;  109;    0;    0
  280;20210422;   45;   60;   10;   61;  -21;  100;    0;    0
  280;20210423;   29;   50;   10;   54;  -26;  121;    0;    0
  280;20210424;   38;   60;    0;   62;  -22;  114;    0;    0
  280;20210425;   33;   50;    0;   62;  -19;  108;    0;    0
  280;20210426;   27;   50;   10;   47;  -45;  109;    0;    0
  280;20210427;   37;   50;   10;   75;  -13;  137;    0;    0
  280;20210428;   48;   70;   30;   95;   21;  158;    0;   -1
  280;20210429;   31;   50;   10;   82;   72;   94;   95;  164
  280;20210430;   16;   40;   10;   82;   60;  129;   58;   24
  280;20210501;   29;   50;    0;   79;   41;  120;    0;   -1
  280;20210502;   50;   70;   20;   62;    1;  102;    4;    3
  280;20210503;   46;   80;   10;   86;    9;  131;   33;   33
  280;20210504;  103;  120;   80;   82;   61;  122;  101;   78
  280;20210505;   76;  110;   40;   64;    7;  101;   29;   45
  280;20210506;   28;   50;   10;   49;    0;  100;   37;   77
  280;20210507;   39;   70;   10;   64;    5;  128;    0;   -1
  280;20210508;   40;   80;   10;   83;    0;  134;   63;   78
  280;20210509;   37;   50;   10;  179;   92;  248;   11;   12
  280;20210510;   45;  110;   10;  159;  118;  208;    5;    2
  280;20210511;   29;   50;   10;  130;  112;  161;   17;    5
  280;20210512;   31;   50;    0;  127;   54;  177;    0;    0
  280;20210513;   28;   40;   10;  104;   45;  159;    0;    0
  280;20210514;   26;   40;   10;   96;   74;  131;    0;    0
  280;20210515;   20;   30;   10;  103;   45;  157;   13;   47
  280;20210516;   29;   70;    0;  107;   62;  155;   12;   25
  280;20210517;   24;   50;   10;  106;   65;  153;   16;   16
  280;20210518;   22;   40;   10;   99;   33;  146;   10;   22
  280;20210519;   18;   40;    0;   87;   28;  142;   25;   76
  280;20210520;   35;   60;   10;  111;   13;  167;    0;   -1
  280;20210521;   81;  110;   50;  123;   92;  155;   23;   56
  280;20210522;   73;  100;   30;  102;   60;  137;   53;   56
  280;20210523;   37;   80;   10;  100;   35;  138;    9;   19
  280;20210524;   37;   60;   10;  115;   85;  143;   54;   41
  280;20210525;   40;   60;   30;   97;   60;  140;   73;   60
  280;20210526;   54;   80;   30;  102;   56;  146;   75;   42
  280;20210527;   49;   60;   20;  108;   77;  138;   50;   66
  280;20210528;   28;   40;   10;  118;   67;  170;    0;    0
  280;20210529;   25;   40;   10;  115;   74;  153;    0;    0
  280;20210530;   25;   50;   10;  124;   77;  185;    0;    0
  280;20210531;   29;   50;   20;  151;   78;  227;    0;    0
  280;20210601;   37;   70;   20;  177;   90;  242;    0;    0
  280;20210602;   33;   50;   20;  181;   96;  239;    0;    0
  280;20210603;   28;   50;   10;  202;  136;  274;    0;    0
  280;20210604;   22;   40;    0;  189;  125;  255;    0;    0
  280;20210605;   29;   40;   10;  158;  136;  190;   24;   70
  280;20210606;   34;   40;   20;  137;   88;  162;    0;    0
  280;20210607;   27;   40;   10;  153;   79;  211;    0;    0
  280;20210608;   18;   40;   10;  163;  110;  238;    0;    0
  280;20210609;   18;   50;    0;  186;   93;  259;    0;    0
  280;20210610;   21;   40;    0;  183;   72;  261;    0;    0
  280;20210611;   35;   60;    0;  190;  109;  253;    0;    0
  280;20210612;   48;   80;   20;  154;   68;  200;    0;    0
  280;20210613;   22;   40;   10;  152;   55;  219;    0;    0
  280;20210614;   38;   60;   10;  186;   88;  265;    0;    0
  280;20210615;   25;   40;   10;  156;  106;  206;    0;    0
  280;20210616;   23;   30;   10;  201;  103;  276;    0;    0
  280;20210617;   38;   70;   10;  245;  153;  336;    0;    0
  280;20210618;   38;   60;   10;  207;  165;  269;   15;  237
  280;20210619;   48;   70;   20;  188;  154;  231;    0;    0
  280;20210620;   46;   90;   20;  175;  138;  215;   18;   97
  280;20210621;   41;   60;   10;  130;   84;  144;  115;  133
  280;20210622;   32;   50;   10;  138;   90;  172;    0;    0
  280;20210623;   28;   40;   10;  137;   82;  169;    0;   -1
  280;20210624;   20;   30;   10;  141;   72;  187;    0;    0
  280;20210625;   19;   40;    0;  154;   56;  208;    0;   -1
  280;20210626;   23;   40;    0;  190;  146;  237;    0;    0
  280;20210627;   42;   60;   20;  187;  136;  242;    0;    0
  280;20210628;   28;   40;   20;  199;  141;  272;    0;   -1
  280;20210629;   28;   40;   10;  167;  147;  188;   17;    6
  280;20210630;   28;   40;   20;  139;  132;  148;   81;   90
  280;20210701;   40;   50;   30;  166;  134;  212;   36;   30
  280;20210702;   28;   50;    0;  164;  100;  221;    0;   -1
  280;20210703;   16;   40;    0;  181;   83;  245;    0;   -1
  280;20210704;   24;   40;   10;  186;  161;  239;   36;   93
  280;20210705;   30;   50;   10;  170;  144;  211;   25;   82
  280;20210706;   57;   90;   20;  178;  132;  228;    4;    6
  280;20210707;   33;   60;    0;  173;  116;  227;    2;    2
  280;20210708;   18;   40;    0;  176;  102;  237;    0;    0
  280;20210709;   18;   40;    0;  173;  115;  224;    0;    0
  280;20210710;   20;   40;    0;  170;  110;  221;    0;    0
  280;20210711;   29;   50;   10;  190;  124;  233;    6;    3
  280;20210712;   15;   30;    0;  201;  153;  243;    0;    0
  280;20210713;   30;   40;   20;  195;  169;  222;   35;    9
  280;20210714;   45;   60;   30;  205;  180;  240;   10;   50
  280;20210715;   53;   60;   40;  184;  163;  203;   27;   57
  280;20210716;   35;   50;   20;  173;  140;  199;    0;    0
  280;20210717;   38;   60;   10;  189;  131;  239;    0;    0
  280;20210718;   33;   70;   10;  188;  120;  249;    0;    0
  280;20210719;   30;   40;   10;  168;  117;  206;    0;    0
  280;20210720;   18;   40;    0;  169;  108;  215;    0;   -1
  280;20210721;   20;   30;   10;  176;   99;  223;    0;   -1
  280;20210722;   23;   40;   10;  174;  147;  211;    0;    0
  280;20210723;   18;   40;   10;  172;  130;  198;    0;    0
  280;20210724;   37;   50;   20;  194;  111;  251;   42;  101
  280;20210725;   33;   60;    0;  197;  152;  253;   49;  128
  280;20210726;   29;   60;   10;  202;  138;  253;    0;   -1
  280;20210727;   43;   60;   20;  190;  158;  237;   19;    7
  280;20210728;   53;   90;   30;  171;  146;  228;   10;   35
  280;20210729;   71;  100;   30;  160;  117;  209;   12;   15
  280;20210730;   38;   50;   20;  165;  114;  230;   11;   58
  280;20210731;   60;   90;   30;  168;  147;  210;   24;   74
  280;20210801;   31;   50;   20;  157;  115;  201;    7;   11
  280;20210802;   33;   50;   10;  148;   92;  190;    5;    5
  280;20210803;   19;   40;    0;  152;   73;  200;    0;    0
  280;20210804;   30;   40;   10;  167;  126;  214;    0;    0
  280;20210805;   22;   30;   10;  178;  101;  242;    5;    3
  280;20210806;   38;   60;   20;  173;  141;  221;   20;  172
  280;20210807;   35;   60;   10;  170;  136;  220;   13;   58
  280;20210808;   63;  100;   30;  165;  140;  205;   37;  114
  280;20210809;   46;   70;   30;  157;  137;  200;   14;   58
  280;20210810;   35;   60;   10;  160;  100;  209;   23;   21
  280;20210811;   22;   40;    0;  174;   97;  241;    0;    0
  280;20210812;   24;   50;    0;  187;  122;  244;    0;   -1
  280;20210813;   38;   80;    0;  173;  127;  218;    0;    0
  280;20210814;   43;   70;   10;  174;  134;  227;    0;   -1
  280;20210815;   34;   70;   10;  186;  136;  248;    1;    2
  280;20210816;   61;   90;   30;  157;  132;  180;   25;   55
  280;20210817;   47;   70;   20;  156;  123;  194;    0;   -1
  280;20210818;   48;   60;   30;  164;  123;  197;    0;   -1
  280;20210819;   23;   40;   10;  159;  143;  192;   49;   93
  280;20210820;   23;   30;    0;  168;  129;  221;    0;   -1
  280;20210821;   16;   30;   10;  186;  146;  232;    0;   -1
  280;20210822;   33;   60;   10;  177;  153;  209;   69;  170
  280;20210823;   39;   60;   20;  175;  132;  216;    0;    0
  280;20210824;   30;   40;   10;  170;  112;  218;    0;    0
  280;20210825;   34;   50;   10;  147;   88;  196;   16;   12
  280;20210826;   44;   70;   20;  166;  141;  203;    0;   -1
  280;20210827;   44;   70;   20;  159;  139;  192;    8;   40
  280;20210828;   46;   70;   20;  165;  152;  186;    9;   24
  280;20210829;   40;   50;   30;  166;  150;  180;   30;   14
  280;20210830;   38;   60;   20;  176;  128;  210;    0;   -1
  280;20210831;   33;   50;   20;  161;  126;  192;    0;   -1
  280;20210901;   16;   30;   10;  152;   85;  182;    0;    0
  280;20210902;   12;   20;    0;  137;   76;  194;    0;    0
  280;20210903;   22;   40;    0;  138;   61;  196;    0;    0
  280;20210904;   26;   40;   10;  154;  104;  197;    0;    0
  280;20210905;   23;   40;   10;  138;   72;  209;    0;    0
  280;20210906;    7;   20;    0;  149;   56;  223;    0;    0
  280;20210907;   13;   30;   10;  184;  129;  249;    0;    0
  280;20210908;   26;   40;   10;  189;  115;  262;    0;    0
  280;20210909;   22;   30;   10;  196;  122;  274;    0;    0
  280;20210910;   21;   40;   10;  193;  164;  241;   26;   91
  280;20210911;   38;   60;   20;  180;  160;  213;    6;    8
  280;20210912;   33;   50;   20;  164;  113;  204;    9;   10
  280;20210913;   16;   30;    0;  144;   84;  188;    0;   -1
  280;20210914;   25;   40;   10;  169;   88;  222;    0;   -1
  280;20210915;   35;   50;   20;  175;  128;  219;    0;   -1
  280;20210916;   37;   60;   20;  154;  114;  200;    4;    3
  280;20210917;   15;   30;   10;  145;   95;  197;    0;   -1
  280;20210918;   16;   30;   10;  149;   97;  204;    0;    0
  280;20210919;   36;   50;   20;  141;   92;  181;    0;    0
  280;20210920;   22;   40;    0;  121;   73;  168;    0;    0
  280;20210921;   30;   60;   10;  130;   78;  180;    0;    0
  280;20210922;   31;   50;   10;  138;   70;  213;    0;    0
  280;20210923;   54;   90;   30;  144;  111;  184;   13;    6
  280;20210924;   53;   90;   20;  167;  124;  213;    0;   -1
  280;20210925;   24;   50;   10;  179;  150;  204;    0;   -1
  280;20210926;   20;   40;   10;  179;  145;  225;    0;   -1
  280;20210927;   38;   70;   20;  151;   84;  212;   18;  119
  280;20210928;   30;   50;   10;  130;   80;  187;    0;    0
  280;20210929;   46;   70;   30;  109;   98;  125;   87;   74
  280;20210930;   62;   80;   40;  118;   69;  161;   10;    3
  280;20211001;   59;   80;   30;  133;  113;  164;   49;   31
  280;20211002;   44;   80;   20;  140;  113;  167;   67;   69
  280;20211003;   40;   80;    0;  129;  110;  165;  122;  203
  280;20211004;   54;   90;   30;  134;  107;  178;    0;    0
  280;20211005;   45;   60;   30;  126;   94;  180;   25;   23
  280;20211006;   31;   60;    0;  107;   41;  157;    0;   -1
  280;20211007;   13;   30;    0;   77;   37;  119;    0;    0
  280;20211008;   15;   30;    0;   97;   42;  171;    0;    0
  280;20211009;   25;   40;   10;   98;   36;  156;    0;    0
  280;20211010;   15;   30;    0;   93;    6;  159;    6;    7
  280;20211011;   31;   60;   20;  107;   72;  153;    1;    2
  280;20211012;   30;   50;   10;   99;   37;  144;   39;   72
  280;20211013;   32;   50;   10;  106;   45;  143;    6;    1
  280;20211014;   49;   70;   30;  132;  113;  150;    0;   -1
  280;20211015;   42;   70;   20;  106;   36;  144;   29;   74
  280;20211016;   30;   50;   10;   95;   32;  128;    0;   -1
  280;20211017;   42;   50;   30;  109;   86;  136;    0;   -1
  280;20211018;   35;   40;   30;  117;   79;  146;    0;   -1
  280;20211019;   55;   90;   30;  152;  123;  180;   18;    6
  280;20211020;   82;  110;   20;  152;  119;  175;    5;   13
  280;20211021;   53;  100;   20;   93;   57;  137;   91;  220
  280;20211022;   57;   90;   30;   80;   28;  114;   21;   48
  280;20211023;   31;   50;   10;   90;   38;  123;    0;   -1
  280;20211024;   30;   40;   10;   76;   25;  130;    0;    0
  280;20211025;   38;   50;   30;   92;   52;  114;   24;    7
  280;20211026;   55;   70;   30;  118;   81;  135;   14;    7
  280;20211027;   61;   80;   30;  134;   97;  152;    0;   -1
  280;20211028;   40;   50;   20;  117;   84;  165;    0;    0
  280;20211029;   53;   70;   40;  131;   93;  168;    0;   -1
  280;20211030;   44;   60;   30;  119;   98;  137;   57;   23
  280;20211031;   47;   70;   30;  117;   91;  148;   25;  162
  280;20211101;   61;   90;   30;   96;   63;  126;    0;    0
  280;20211102;   27;   50;   10;   71;   46;   95;   20;    4
  280;20211103;   17;   30;   10;   56;   21;   71;    0;    0
  280;20211104;   15;   30;   10;   60;   18;  109;    9;    1
  280;20211105;   32;   50;   20;   78;   27;  127;    8;    8
  280;20211106;   67;   90;   50;   99;   70;  113;   30;   29
  280;20211107;   52;   70;   30;   91;   67;  119;   48;  118
  280;20211108;   33;   50;   20;   83;   49;  117;   11;    5
  280;20211109;   45;   60;   20;   86;   55;  106;    0;    0
  280;20211110;   36;   40;   30;   92;   83;  107;   16;    3
  280;20211111;   33;   40;   20;   98;   86;  127;    6;    1
  280;20211112;   43;   50;   30;   82;   66;  102;   18;    6
  280;20211113;   24;   50;    0;   98;   81;  117;   34;   17
  280;20211114;   34;   40;   20;   86;   71;   97;    0;    0
  280;20211115;   29;   30;   20;   57;   51;   72;    0;   -1
  280;20211116;   18;   40;   10;   45;   40;   52;    0;   -1
  280;20211117;   45;   60;   30;   73;   46;  118;   15;    5
  280;20211118;   58;   90;   40;  101;   59;  125;    0;   -1
  280;20211119;   49;   60;   40;  112;   78;  139;    0;    0
  280;20211120;   50;   60;   40;   97;   86;  105;    0;   -1
  280;20211121;   35;   50;   20;   75;   40;  104;   30;   23
  280;20211122;   22;   30;   10;   38;  -32;   92;    3;    1
  280;20211123;   24;   40;   10;   73;   30;  109;   18;   10
  280;20211124;   31;   40;   20;   66;   56;   77;    0;    0
  280;20211125;   32;   40;   20;   48;   10;   92;   35;   21
  280;20211126;   50;   80;   10;   36;   20;   54;   71;   27
  280;20211127;   19;   40;   10;   37;   23;   50;  112;   53
  280;20211128;   26;   40;   10;   21;  -20;   42;   29;   24
  280;20211129;   25;   60;   10;   24;  -22;   56;   19;   17
  280;20211130;   53;   90;   30;   69;   37;   89;   96;   59
  280;20211201;   94;  130;   50;   74;   32;  102;   64;   36
