datum,aantal_bezoeken,unieke_bezoekers,jaar,maand,week,weekdag_nummer,weekdag,is_weekend,seizoen,feestdag,vakantie,tentamenperiode,weekend
2020-07-06,82,82,2020,7,28,1,Monday,0,Zomer,0,0,1,0
2020-07-07,90,87,2020,7,28,2,Tuesday,0,Zomer,0,0,1,0
2020-07-08,83,81,2020,7,28,3,Wednesday,0,Zomer,0,0,1,0
2020-07-09,43,42,2020,7,28,4,Thursday,0,Zomer,0,0,1,0
2020-07-10,49,49,2020,7,28,5,Friday,1,Zomer,0,0,1,0
2020-07-13,54,54,2020,7,29,1,Monday,0,Zomer,0,1,0,0
2020-07-14,55,55,2020,7,29,2,Tuesday,0,Zomer,0,1,0,0
2020-07-15,55,52,2020,7,29,3,Wednesday,0,Zomer,0,1,0,0
2020-07-16,59,59,2020,7,29,4,Thursday,0,Zomer,0,1,0,0
2020-07-17,59,58,2020,7,29,5,Friday,1,Zomer,0,1,0,0
2020-07-20,45,43,2020,7,30,1,Monday,0,Zomer,0,1,0,0
2020-07-21,44,44,2020,7,30,2,Tuesday,0,Zomer,0,1,0,0
2020-07-22,51,50,2020,7,30,3,Wednesday,0,Zomer,0,1,0,0
2020-07-23,44,44,2020,7,30,4,Thursday,0,Zomer,0,1,0,0
2020-07-24,42,41,2020,7,30,5,Friday,1,Zomer,0,1,0,0
2020-07-27,39,39,2020,7,31,1,Monday,0,Zomer,0,1,0,0
2020-07-28,25,25,2020,7,31,2,Tuesday,0,Zomer,0,1,0,0
2020-07-29,35,34,2020,7,31,3,Wednesday,0,Zomer,0,1,0,0
2020-07-30,29,29,2020,7,31,4,Thursday,0,Zomer,0,1,0,0
2020-07-31,38,37,2020,7,31,5,Friday,1,Zomer,0,1,0,0
2020-08-03,22,22,2020,8,32,1,Monday,0,Zomer,0,1,0,0
2020-08-04,21,21,2020,8,32,2,Tuesday,0,Zomer,0,1,0,0
2020-08-05,27,27,2020,8,32,3,Wednesday,0,Zomer,0,1,0,0
2020-08-06,21,21,2020,8,32,4,Thursday,0,Zomer,0,1,0,0
2020-08-07,32,32,2020,8,32,5,Friday,1,Zomer,0,1,0,0
2020-08-10,49,49,2020,8,33,1,Monday,0,Zomer,0,1,0,0
2020-08-11,50,50,2020,8,33,2,Tuesday,0,Zomer,0,1,0,0
2020-08-12,61,60,2020,8,33,3,Wednesday,0,Zomer,0,1,0,0
2020-08-13,65,64,2020,8,33,4,Thursday,0,Zomer,0,1,0,0
2020-08-14,83,83,2020,8,33,5,Friday,1,Zomer,0,1,0,0
2020-08-17,48,48,2020,8,34,1,Monday,0,Zomer,0,1,1,0
2020-08-18,95,93,2020,8,34,2,Tuesday,0,Zomer,0,1,1,0
2020-08-19,95,93,2020,8,34,3,Wednesday,0,Zomer,0,1,1,0
2020-08-20,91,91,2020,8,34,4,Thursday,0,Zomer,0,1,1,0
2020-08-21,70,69,2020,8,34,5,Friday,1,Zomer,0,1,1,0
2020-08-24,129,128,2020,8,35,1,Monday,0,Zomer,0,1,1,0
2020-08-25,102,101,2020,8,35,2,Tuesday,0,Zomer,0,1,1,0
2020-08-26,115,115,2020,8,35,3,Wednesday,0,Zomer,0,1,1,0
2020-08-27,114,114,2020,8,35,4,Thursday,0,Zomer,0,1,1,0
2020-08-28,99,99,2020,8,35,5,Friday,1,Zomer,0,1,1,0
2020-08-29,29,29,2020,8,35,6,Saturday,1,Zomer,0,1,0,1
2020-08-30,15,15,2020,8,35,7,Sunday,0,Zomer,0,1,0,1
2020-08-31,176,176,2020,8,36,1,Monday,0,Zomer,0,0,0,0
2020-09-01,135,135,2020,9,36,2,Tuesday,0,Herfst,0,0,0,0
2020-09-02,159,159,2020,9,36,3,Wednesday,0,Herfst,0,0,0,0
2020-09-03,155,153,2020,9,36,4,Thursday,0,Herfst,0,0,0,0
2020-09-04,156,156,2020,9,36,5,Friday,1,Herfst,0,0,0,0
2020-09-05,52,52,2020,9,36,6,Saturday,1,Herfst,0,0,0,1
2020-09-06,60,53,2020,9,36,7,Sunday,0,Herfst,0,0,0,1
2020-09-07,159,159,2020,9,37,1,Monday,0,Herfst,0,0,0,0
2020-09-08,190,190,2020,9,37,2,Tuesday,0,Herfst,0,0,0,0
2020-09-09,171,171,2020,9,37,3,Wednesday,0,Herfst,0,0,0,0
2020-09-10,193,193,2020,9,37,4,Thursday,0,Herfst,0,0,0,0
2020-09-11,187,187,2020,9,37,5,Friday,1,Herfst,0,0,0,0
2020-09-12,91,90,2020,9,37,6,Saturday,1,Herfst,0,0,0,1
2020-09-13,85,82,2020,9,37,7,Sunday,0,Herfst,0,0,0,1
2020-09-14,210,210,2020,9,38,1,Monday,0,Herfst,0,0,0,0
2020-09-15,189,187,2020,9,38,2,Tuesday,0,Herfst,0,0,0,0
2020-09-16,198,198,2020,9,38,3,Wednesday,0,Herfst,0,0,0,0
2020-09-17,180,180,2020,9,38,4,Thursday,0,Herfst,0,0,0,0
2020-09-18,194,192,2020,9,38,5,Friday,1,Herfst,0,0,0,0
2020-09-19,113,104,2020,9,38,6,Saturday,1,Herfst,0,0,0,1
2020-09-20,107,105,2020,9,38,7,Sunday,0,Herfst,0,0,0,1
2020-09-21,191,190,2020,9,39,1,Monday,0,Herfst,0,0,0,0
2020-09-22,199,199,2020,9,39,2,Tuesday,0,Herfst,0,0,0,0
2020-09-23,197,195,2020,9,39,3,Wednesday,0,Herfst,0,0,0,0
2020-09-24,180,180,2020,9,39,4,Thursday,0,Herfst,0,0,0,0
2020-09-25,196,196,2020,9,39,5,Friday,1,Herfst,0,0,0,0
2020-09-26,151,134,2020,9,39,6,Saturday,1,Herfst,0,0,0,1
2020-09-27,121,116,2020,9,39,7,Sunday,0,Herfst,0,0,0,1
2020-09-28,183,182,2020,9,40,1,Monday,0,Herfst,0,0,0,0
2020-09-29,195,195,2020,9,40,2,Tuesday,0,Herfst,0,0,0,0
2020-09-30,181,181,2020,9,40,3,Wednesday,0,Herfst,0,0,0,0
2020-10-01,175,174,2020,10,40,4,Thursday,0,Herfst,0,0,0,0
2020-10-02,185,185,2020,10,40,5,Friday,1,Herfst,0,0,0,0
2020-10-03,125,120,2020,10,40,6,Saturday,1,Herfst,0,0,0,1
2020-10-04,129,125,2020,10,40,7,Sunday,0,Herfst,0,0,0,1
2020-10-05,201,201,2020,10,41,1,Monday,0,Herfst,0,0,0,0
2020-10-06,204,204,2020,10,41,2,Tuesday,0,Herfst,0,0,0,0
2020-10-07,194,194,2020,10,41,3,Wednesday,0,Herfst,0,0,0,0
2020-10-08,163,163,2020,10,41,4,Thursday,0,Herfst,0,0,0,0
2020-10-09,180,180,2020,10,41,5,Friday,1,Herfst,0,0,0,0
2020-10-10,151,146,2020,10,41,6,Saturday,1,Herfst,0,0,0,1
2020-10-11,114,107,2020,10,41,7,Sunday,0,Herfst,0,0,0,1
2020-10-12,188,188,2020,10,42,1,Monday,0,Herfst,0,0,0,0
2020-10-13,164,164,2020,10,42,2,Tuesday,0,Herfst,0,0,0,0
2020-10-14,187,187,2020,10,42,3,Wednesday,0,Herfst,0,0,0,0
2020-10-15,170,170,2020,10,42,4,Thursday,0,Herfst,0,0,0,0
2020-10-16,177,177,2020,10,42,5,Friday,1,Herfst,0,0,0,0
2020-10-17,164,154,2020,10,42,6,Saturday,1,Herfst,0,0,0,1
2020-10-18,144,139,2020,10,42,7,Sunday,0,Herfst,0,0,0,1
2020-10-19,202,202,2020,10,43,1,Monday,0,Herfst,0,0,0,0
2020-10-20,205,205,2020,10,43,2,Tuesday,0,Herfst,0,0,0,0
2020-10-21,192,191,2020,10,43,3,Wednesday,0,Herfst,0,0,0,0
2020-10-22,188,187,2020,10,43,4,Thursday,0,Herfst,0,0,0,0
2020-10-23,183,183,2020,10,43,5,Friday,1,Herfst,0,0,0,0
2020-10-24,153,148,2020,10,43,6,Saturday,1,Herfst,0,0,1,1
2020-10-25,138,136,2020,10,43,7,Sunday,0,Herfst,0,0,1,1
2020-10-26,190,190,2020,10,44,1,Monday,0,Herfst,0,0,1,0
2020-10-27,201,201,2020,10,44,2,Tuesday,0,Herfst,0,0,1,0
2020-10-28,149,148,2020,10,44,3,Wednesday,0,Herfst,0,0,1,0
2020-10-29,104,104,2020,10,44,4,Thursday,0,Herfst,0,0,1,0
2020-10-30,174,174,2020,10,44,5,Friday,1,Herfst,0,0,1,0
2020-10-31,134,132,2020,10,44,6,Saturday,1,Herfst,0,0,1,1
2020-11-01,136,134,2020,11,44,7,Sunday,0,Herfst,0,0,1,1
2020-11-02,177,177,2020,11,45,1,Monday,0,Herfst,0,0,1,0
2020-11-03,194,194,2020,11,45,2,Tuesday,0,Herfst,0,0,1,0
2020-11-04,196,196,2020,11,45,3,Wednesday,0,Herfst,0,0,1,0
2020-11-05,188,187,2020,11,45,4,Thursday,0,Herfst,0,0,1,0
2020-11-06,189,189,2020,11,45,5,Friday,1,Herfst,0,0,1,0
2020-11-07,159,153,2020,11,45,6,Saturday,1,Herfst,0,0,0,1
2020-11-08,115,113,2020,11,45,7,Sunday,0,Herfst,0,0,0,1
2020-11-09,195,195,2020,11,46,1,Monday,0,Herfst,0,0,0,0
2020-11-10,212,212,2020,11,46,2,Tuesday,0,Herfst,0,0,0,0
2020-11-11,220,219,2020,11,46,3,Wednesday,0,Herfst,0,0,0,0
2020-11-12,185,185,2020,11,46,4,Thursday,0,Herfst,0,0,0,0
2020-11-13,212,212,2020,11,46,5,Friday,1,Herfst,0,0,0,0
2020-11-14,141,138,2020,11,46,6,Saturday,1,Herfst,0,0,0,1
2020-11-15,153,146,2020,11,46,7,Sunday,0,Herfst,0,0,0,1
2020-11-16,222,221,2020,11,47,1,Monday,0,Herfst,0,0,0,0
2020-11-17,196,196,2020,11,47,2,Tuesday,0,Herfst,0,0,0,0
2020-11-18,156,156,2020,11,47,3,Wednesday,0,Herfst,0,0,0,0
2020-11-19,176,176,2020,11,47,4,Thursday,0,Herfst,0,0,0,0
2020-11-20,205,204,2020,11,47,5,Friday,1,Herfst,0,0,0,0
2020-11-21,149,145,2020,11,47,6,Saturday,1,Herfst,0,0,0,1
2020-11-22,136,130,2020,11,47,7,Sunday,0,Herfst,0,0,0,1
2020-11-23,215,215,2020,11,48,1,Monday,0,Herfst,0,0,0,0
2020-11-24,207,207,2020,11,48,2,Tuesday,0,Herfst,0,0,0,0
2020-11-25,193,190,2020,11,48,3,Wednesday,0,Herfst,0,0,0,0
2020-11-26,175,174,2020,11,48,4,Thursday,0,Herfst,0,0,0,0
2020-11-27,128,128,2020,11,48,5,Friday,1,Herfst,0,0,0,0
2020-11-28,167,163,2020,11,48,6,Saturday,1,Herfst,0,0,0,1
2020-11-29,141,137,2020,11,48,7,Sunday,0,Herfst,0,0,0,1
2020-11-30,202,201,2020,11,49,1,Monday,0,Herfst,0,0,0,0
2020-12-01,205,204,2020,12,49,2,Tuesday,0,Winter,0,0,0,0
2020-12-02,187,187,2020,12,49,3,Wednesday,0,Winter,0,0,0,0
2020-12-03,196,196,2020,12,49,4,Thursday,0,Winter,0,0,0,0
2020-12-04,202,201,2020,12,49,5,Friday,1,Winter,0,0,0,0
2020-12-05,157,155,2020,12,49,6,Saturday,1,Winter,0,0,0,1
2020-12-06,141,133,2020,12,49,7,Sunday,0,Winter,0,0,0,1
2020-12-07,219,219,2020,12,50,1,Monday,0,Winter,0,0,0,0
2020-12-08,207,206,2020,12,50,2,Tuesday,0,Winter,0,0,0,0
2020-12-09,207,206,2020,12,50,3,Wednesday,0,Winter,0,0,0,0
2020-12-10,182,181,2020,12,50,4,Thursday,0,Winter,0,0,0,0
2020-12-11,176,175,2020,12,50,5,Friday,1,Winter,0,0,0,0
2020-12-12,130,129,2020,12,50,6,Saturday,1,Winter,0,0,0,1
2020-12-14,153,152,2020,12,51,1,Monday,0,Winter,0,0,0,0
2021-04-05,3,3,2021,4,14,1,Monday,0,Lente,1,0,1,0
2021-04-07,1,1,2021,4,14,3,Wednesday,0,Lente,0,0,1,0
2021-04-08,4,4,2021,4,14,4,Thursday,0,Lente,0,0,1,0
2021-04-12,4,4,2021,4,15,1,Monday,0,Lente,0,0,0,0
2021-04-13,6,6,2021,4,15,2,Tuesday,0,Lente,0,0,0,0
2021-04-14,9,9,2021,4,15,3,Wednesday,0,Lente,0,0,0,0
2021-04-15,6,6,2021,4,15,4,Thursday,0,Lente,0,0,0,0
2021-04-19,11,11,2021,4,16,1,Monday,0,Lente,0,0,0,0
2021-04-20,7,7,2021,4,16,2,Tuesday,0,Lente,0,0,0,0
2021-04-21,8,8,2021,4,16,3,Wednesday,0,Lente,0,0,0,0
2021-04-22,11,11,2021,4,16,4,Thursday,0,Lente,0,0,0,0
2021-04-23,5,5,2021,4,16,5,Friday,1,Lente,0,0,0,0
2021-04-30,1,1,2021,4,17,5,Friday,1,Lente,0,0,0,0
2021-05-03,4,4,2021,5,18,1,Monday,0,Lente,0,0,0,0
2021-05-06,5,5,2021,5,18,4,Thursday,0,Lente,0,0,0,0
2021-05-07,1,1,2021,5,18,5,Friday,1,Lente,0,0,0,0
2021-05-10,3,3,2021,5,19,1,Monday,0,Lente,0,0,0,0
2021-05-11,6,6,2021,5,19,2,Tuesday,0,Lente,0,0,0,0
2021-05-12,6,6,2021,5,19,3,Wednesday,0,Lente,0,0,0,0
2021-05-13,2,2,2021,5,19,4,Thursday,0,Lente,1,0,0,0
2021-05-14,2,2,2021,5,19,5,Friday,1,Lente,0,0,0,0
2021-05-17,4,4,2021,5,20,1,Monday,0,Lente,0,0,0,0
2021-05-18,9,9,2021,5,20,2,Tuesday,0,Lente,0,0,0,0
2021-05-19,203,199,2021,5,20,3,Wednesday,0,Lente,0,0,0,0
2021-05-20,14,14,2021,5,20,4,Thursday,0,Lente,0,0,0,0
2021-05-25,96,91,2021,5,21,2,Tuesday,0,Lente,0,0,0,0
2021-05-26,200,198,2021,5,21,3,Wednesday,0,Lente,0,0,0,0
2021-05-27,206,205,2021,5,21,4,Thursday,0,Lente,0,0,0,0
2021-05-28,184,184,2021,5,21,5,Friday,1,Lente,0,0,0,0
2021-05-29,85,82,2021,5,21,6,Saturday,1,Lente,0,0,0,1
2021-05-30,102,98,2021,5,21,7,Sunday,0,Lente,0,0,0,1
2021-05-31,197,197,2021,5,22,1,Monday,0,Lente,0,0,0,0
2021-06-01,197,193,2021,6,22,2,Tuesday,0,Zomer,0,0,0,0
2021-06-02,180,180,2021,6,22,3,Wednesday,0,Zomer,0,0,0,0
2021-06-03,195,193,2021,6,22,4,Thursday,0,Zomer,0,0,0,0
2021-06-04,185,184,2021,6,22,5,Friday,1,Zomer,0,0,0,0
2021-06-05,134,125,2021,6,22,6,Saturday,1,Zomer,0,0,1,1
2021-06-06,93,93,2021,6,22,7,Sunday,0,Zomer,0,0,1,1
2021-06-07,207,205,2021,6,23,1,Monday,0,Zomer,0,0,1,0
2021-06-08,146,146,2021,6,23,2,Tuesday,0,Zomer,0,0,1,0
2021-06-09,152,152,2021,6,23,3,Wednesday,0,Zomer,0,0,1,0
2021-06-10,179,177,2021,6,23,4,Thursday,0,Zomer,0,0,1,0
2021-06-11,170,170,2021,6,23,5,Friday,1,Zomer,0,0,1,0
2021-06-12,136,134,2021,6,23,6,Saturday,1,Zomer,0,0,1,1
2021-06-13,105,103,2021,6,23,7,Sunday,0,Zomer,0,0,1,1
2021-06-14,210,209,2021,6,24,1,Monday,0,Zomer,0,0,1,0
2021-06-15,167,167,2021,6,24,2,Tuesday,0,Zomer,0,0,1,0
2021-06-16,153,153,2021,6,24,3,Wednesday,0,Zomer,0,0,1,0
2021-06-17,136,134,2021,6,24,4,Thursday,0,Zomer,0,0,1,0
2021-06-18,161,161,2021,6,24,5,Friday,1,Zomer,0,0,1,0
2021-06-19,141,135,2021,6,24,6,Saturday,1,Zomer,0,0,1,1
2021-06-20,113,110,2021,6,24,7,Sunday,0,Zomer,0,0,1,1
2021-06-21,174,173,2021,6,25,1,Monday,0,Zomer,0,0,1,0
2021-06-22,167,166,2021,6,25,2,Tuesday,0,Zomer,0,0,1,0
2021-06-23,160,159,2021,6,25,3,Wednesday,0,Zomer,0,0,1,0
2021-06-24,173,170,2021,6,25,4,Thursday,0,Zomer,0,0,1,0
2021-06-25,147,146,2021,6,25,5,Friday,1,Zomer,0,0,1,0
2021-06-26,113,110,2021,6,25,6,Saturday,1,Zomer,0,0,1,1
2021-06-27,96,87,2021,6,25,7,Sunday,0,Zomer,0,0,1,1
2021-06-28,140,138,2021,6,26,1,Monday,0,Zomer,0,0,1,0
2021-06-29,136,134,2021,6,26,2,Tuesday,0,Zomer,0,0,1,0
2021-06-30,127,127,2021,6,26,3,Wednesday,0,Zomer,0,0,1,0
2021-07-01,137,134,2021,7,26,4,Thursday,0,Zomer,0,0,1,0
2021-07-02,115,114,2021,7,26,5,Friday,1,Zomer,0,0,1,0
2021-07-03,95,90,2021,7,26,6,Saturday,1,Zomer,0,0,1,1
2021-07-04,104,97,2021,7,26,7,Sunday,0,Zomer,0,0,1,1
2021-07-05,88,85,2021,7,27,1,Monday,0,Zomer,0,0,1,0
2021-07-06,101,97,2021,7,27,2,Tuesday,0,Zomer,0,0,1,0
2021-07-07,113,109,2021,7,27,3,Wednesday,0,Zomer,0,0,1,0
2021-07-08,101,93,2021,7,27,4,Thursday,0,Zomer,0,0,1,0
2021-07-09,85,81,2021,7,27,5,Friday,1,Zomer,0,0,1,0
2021-07-10,96,91,2021,7,27,6,Saturday,1,Zomer,0,1,0,1
2021-07-11,81,77,2021,7,27,7,Sunday,0,Zomer,0,1,0,1
2021-07-12,90,85,2021,7,28,1,Monday,0,Zomer,0,1,0,0
2021-07-13,85,80,2021,7,28,2,Tuesday,0,Zomer,0,1,0,0
2021-07-14,91,85,2021,7,28,3,Wednesday,0,Zomer,0,1,0,0
2021-07-15,83,80,2021,7,28,4,Thursday,0,Zomer,0,1,0,0
2021-07-16,87,84,2021,7,28,5,Friday,1,Zomer,0,1,0,0
2021-07-19,65,59,2021,7,29,1,Monday,0,Zomer,0,1,0,0
2021-07-20,79,77,2021,7,29,2,Tuesday,0,Zomer,0,1,0,0
2021-07-21,82,79,2021,7,29,3,Wednesday,0,Zomer,0,1,0,0
2021-07-22,60,60,2021,7,29,4,Thursday,0,Zomer,0,1,0,0
2021-07-23,87,82,2021,7,29,5,Friday,1,Zomer,0,1,0,0
2021-07-26,82,81,2021,7,30,1,Monday,0,Zomer,0,1,0,0
2021-07-27,76,73,2021,7,30,2,Tuesday,0,Zomer,0,1,0,0
2021-07-28,68,63,2021,7,30,3,Wednesday,0,Zomer,0,1,0,0
2021-07-29,67,66,2021,7,30,4,Thursday,0,Zomer,0,1,0,0
2021-07-30,69,68,2021,7,30,5,Friday,1,Zomer,0,1,0,0
2021-08-02,84,81,2021,8,31,1,Monday,0,Zomer,0,1,0,0
2021-08-03,92,86,2021,8,31,2,Tuesday,0,Zomer,0,1,0,0
2021-08-04,86,83,2021,8,31,3,Wednesday,0,Zomer,0,1,0,0
2021-08-05,77,75,2021,8,31,4,Thursday,0,Zomer,0,1,0,0
2021-08-06,82,79,2021,8,31,5,Friday,1,Zomer,0,1,0,0
2021-08-09,95,93,2021,8,32,1,Monday,0,Zomer,0,1,0,0
2021-08-10,71,69,2021,8,32,2,Tuesday,0,Zomer,0,1,0,0
2021-08-11,83,78,2021,8,32,3,Wednesday,0,Zomer,0,1,0,0
2021-08-12,77,73,2021,8,32,4,Thursday,0,Zomer,0,1,0,0
2021-08-13,83,80,2021,8,32,5,Friday,1,Zomer,0,1,0,0
2021-08-16,106,104,2021,8,33,1,Monday,0,Zomer,0,1,0,0
2021-08-17,126,123,2021,8,33,2,Tuesday,0,Zomer,0,1,0,0
2021-08-18,37,36,2021,8,33,3,Wednesday,0,Zomer,0,1,0,0
2021-08-19,48,46,2021,8,33,4,Thursday,0,Zomer,0,1,0,0
2021-08-20,89,87,2021,8,33,5,Friday,1,Zomer,0,1,0,0
2021-08-21,58,55,2021,8,33,6,Saturday,1,Zomer,0,1,0,1
2021-08-22,80,79,2021,8,33,7,Sunday,0,Zomer,0,1,0,1
2021-08-23,137,135,2021,8,34,1,Monday,0,Zomer,0,1,0,0
2021-08-24,151,146,2021,8,34,2,Tuesday,0,Zomer,0,1,0,0
2021-08-25,134,129,2021,8,34,3,Wednesday,0,Zomer,0,1,0,0
2021-08-26,129,124,2021,8,34,4,Thursday,0,Zomer,0,1,0,0
2021-08-27,149,143,2021,8,34,5,Friday,1,Zomer,0,1,0,0
2021-08-28,105,97,2021,8,34,6,Saturday,1,Zomer,0,1,0,1
2021-08-29,91,88,2021,8,34,7,Sunday,0,Zomer,0,1,0,1
2021-08-30,143,140,2021,8,35,1,Monday,0,Zomer,0,1,0,0
2021-08-31,122,119,2021,8,35,2,Tuesday,0,Zomer,0,1,0,0
2021-09-01,136,136,2021,9,35,3,Wednesday,0,Herfst,0,1,0,0
2021-09-02,127,126,2021,9,35,4,Thursday,0,Herfst,0,1,0,0
2021-09-03,135,134,2021,9,35,5,Friday,1,Herfst,0,1,0,0
2021-09-04,103,103,2021,9,35,6,Saturday,1,Herfst,0,1,0,1
2021-09-05,105,104,2021,9,35,7,Sunday,0,Herfst,0,1,0,1
2021-09-06,193,191,2021,9,36,1,Monday,0,Herfst,0,0,0,0
2021-09-07,185,182,2021,9,36,2,Tuesday,0,Herfst,0,0,0,0
2021-09-08,171,171,2021,9,36,3,Wednesday,0,Herfst,0,0,0,0
2021-09-09,177,176,2021,9,36,4,Thursday,0,Herfst,0,0,0,0
2021-09-10,203,203,2021,9,36,5,Friday,1,Herfst,0,0,0,0
2021-09-11,175,175,2021,9,36,6,Saturday,1,Herfst,0,0,0,1
2021-09-12,145,145,2021,9,36,7,Sunday,0,Herfst,0,0,0,1
2021-09-13,247,247,2021,9,37,1,Monday,0,Herfst,0,0,0,0
2021-09-14,241,241,2021,9,37,2,Tuesday,0,Herfst,0,0,0,0
2021-09-15,251,250,2021,9,37,3,Wednesday,0,Herfst,0,0,0,0
2021-09-16,255,254,2021,9,37,4,Thursday,0,Herfst,0,0,0,0
2021-09-17,198,197,2021,9,37,5,Friday,1,Herfst,0,0,0,0
2021-09-18,149,148,2021,9,37,6,Saturday,1,Herfst,0,0,0,1
2021-09-19,132,132,2021,9,37,7,Sunday,0,Herfst,0,0,0,1
2021-09-20,233,233,2021,9,38,1,Monday,0,Herfst,0,0,0,0
2021-09-21,241,241,2021,9,38,2,Tuesday,0,Herfst,0,0,0,0
2021-09-22,220,220,2021,9,38,3,Wednesday,0,Herfst,0,0,0,0
2021-09-23,215,215,2021,9,38,4,Thursday,0,Herfst,0,0,0,0
2021-09-24,202,201,2021,9,38,5,Friday,1,Herfst,0,0,0,0
2021-09-25,158,157,2021,9,38,6,Saturday,1,Herfst,0,0,0,1
2021-09-26,140,140,2021,9,38,7,Sunday,0,Herfst,0,0,0,1
2021-09-27,246,245,2021,9,39,1,Monday,0,Herfst,0,0,0,0
2021-09-28,233,232,2021,9,39,2,Tuesday,0,Herfst,0,0,0,0
2021-09-29,252,250,2021,9,39,3,Wednesday,0,Herfst,0,0,0,0
2021-09-30,258,258,2021,9,39,4,Thursday,0,Herfst,0,0,0,0
2021-10-01,205,203,2021,10,39,5,Friday,1,Herfst,0,0,0,0
2021-10-02,170,169,2021,10,39,6,Saturday,1,Herfst,0,0,0,1
2021-10-03,148,148,2021,10,39,7,Sunday,0,Herfst,0,0,0,1
2021-10-04,273,271,2021,10,40,1,Monday,0,Herfst,0,0,0,0
2021-10-05,243,243,2021,10,40,2,Tuesday,0,Herfst,0,0,0,0
2021-10-06,280,278,2021,10,40,3,Wednesday,0,Herfst,0,0,0,0
2021-10-07,238,238,2021,10,40,4,Thursday,0,Herfst,0,0,0,0
2021-10-08,202,201,2021,10,40,5,Friday,1,Herfst,0,0,0,0
2021-10-09,162,162,2021,10,40,6,Saturday,1,Herfst,0,0,0,1
2021-10-10,124,124,2021,10,40,7,Sunday,0,Herfst,0,0,0,1
2021-10-11,271,271,2021,10,41,1,Monday,0,Herfst,0,0,0,0
2021-10-12,266,265,2021,10,41,2,Tuesday,0,Herfst,0,0,0,0
2021-10-13,261,260,2021,10,41,3,Wednesday,0,Herfst,0,0,0,0
2021-10-14,247,246,2021,10,41,4,Thursday,0,Herfst,0,0,0,0
2021-10-15,228,225,2021,10,41,5,Friday,1,Herfst,0,0,0,0
2021-10-16,146,146,2021,10,41,6,Saturday,1,Herfst,0,0,0,1
2021-10-17,149,148,2021,10,41,7,Sunday,0,Herfst,0,0,0,1
2021-10-18,246,245,2021,10,42,1,Monday,0,Herfst,0,0,0,0
2021-10-19,246,244,2021,10,42,2,Tuesday,0,Herfst,0,0,0,0
2021-10-20,247,245,2021,10,42,3,Wednesday,0,Herfst,0,0,0,0
2021-10-21,226,221,2021,10,42,4,Thursday,0,Herfst,0,0,0,0
2021-10-22,199,198,2021,10,42,5,Friday,1,Herfst,0,0,0,0
2021-10-23,173,172,2021,10,42,6,Saturday,1,Herfst,0,0,0,1
2021-10-24,163,163,2021,10,42,7,Sunday,0,Herfst,0,0,0,1
2021-10-25,301,300,2021,10,43,1,Monday,0,Herfst,0,0,0,0
2021-10-26,287,287,2021,10,43,2,Tuesday,0,Herfst,0,0,0,0
2021-10-27,284,281,2021,10,43,3,Wednesday,0,Herfst,0,0,0,0
2021-10-28,238,237,2021,10,43,4,Thursday,0,Herfst,0,0,0,0
2021-10-29,217,215,2021,10,43,5,Friday,1,Herfst,0,0,0,0
2021-10-30,172,172,2021,10,43,6,Saturday,1,Herfst,0,0,1,1
2021-10-31,174,173,2021,10,43,7,Sunday,0,Herfst,0,0,1,1
2021-11-01,269,269,2021,11,44,1,Monday,0,Herfst,0,0,1,0
2021-11-02,253,252,2021,11,44,2,Tuesday,0,Herfst,0,0,1,0
2021-11-03,241,240,2021,11,44,3,Wednesday,0,Herfst,0,0,1,0
2021-11-04,210,208,2021,11,44,4,Thursday,0,Herfst,0,0,1,0
2021-11-05,208,205,2021,11,44,5,Friday,1,Herfst,0,0,1,0
2021-11-06,188,187,2021,11,44,6,Saturday,1,Herfst,0,0,1,1
2021-11-07,165,165,2021,11,44,7,Sunday,0,Herfst,0,0,1,1
2021-11-08,256,255,2021,11,45,1,Monday,0,Herfst,0,0,1,0
2021-11-09,242,242,2021,11,45,2,Tuesday,0,Herfst,0,0,1,0
2021-11-10,231,229,2021,11,45,3,Wednesday,0,Herfst,0,0,1,0
2021-11-11,200,198,2021,11,45,4,Thursday,0,Herfst,0,0,1,0
2021-11-12,162,161,2021,11,45,5,Friday,1,Herfst,0,0,1,0
2021-11-13,160,158,2021,11,45,6,Saturday,1,Herfst,0,0,0,1
2021-11-14,178,177,2021,11,45,7,Sunday,0,Herfst,0,0,0,1
2021-11-15,280,280,2021,11,46,1,Monday,0,Herfst,0,0,0,0
2021-11-16,271,271,2021,11,46,2,Tuesday,0,Herfst,0,0,0,0
2021-11-17,262,262,2021,11,46,3,Wednesday,0,Herfst,0,0,0,0
2021-11-18,225,223,2021,11,46,4,Thursday,0,Herfst,0,0,0,0
2021-11-19,227,225,2021,11,46,5,Friday,1,Herfst,0,0,0,0
2021-11-20,191,189,2021,11,46,6,Saturday,1,Herfst,0,0,0,1
2021-11-21,154,154,2021,11,46,7,Sunday,0,Herfst,0,0,0,1
2021-11-22,320,319,2021,11,47,1,Monday,0,Herfst,0,0,0,0
2021-11-23,312,312,2021,11,47,2,Tuesday,0,Herfst,0,0,0,0
2021-11-24,290,290,2021,11,47,3,Wednesday,0,Herfst,0,0,0,0
2021-11-25,290,288,2021,11,47,4,Thursday,0,Herfst,0,0,0,0
2021-11-26,209,207,2021,11,47,5,Friday,1,Herfst,0,0,0,0
2021-11-27,183,182,2021,11,47,6,Saturday,1,Herfst,0,0,0,1
